Date,Hour,Temperature,Humidity,Wind speed,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Rental Count,Temperature Category,Good Weather
2017-12-02,5,-4.0,0,1.5,0.0,0.0,Winter,0,True,110,Freesing,0
2017-12-02,6,-4.3,0,2.1,0.0,0.0,Winter,0,True,85,Freesing,0
2017-12-02,7,-4.4,0,2.5,0.0,0.0,Winter,0,True,133,Freesing,0
2017-12-02,8,-4.2,0,2.1,0.0,0.0,Winter,0,True,83,Freesing,0
2017-12-02,9,-2.9,0,1.6,0.0,0.0,Winter,0,True,482,Freesing,0
2017-12-02,10,-0.4,1,1.6,0.0,0.0,Winter,0,True,339,Freesing,0
2017-12-02,11,1.9,1,1.8,0.0,0.0,Winter,0,True,419,Chilly,0
2017-12-02,12,4.3,1,1.3,0.0,0.0,Winter,0,True,803,Chilly,0
2017-12-02,13,6.0,0,1.8,0.0,0.0,Winter,0,True,659,Chilly,0
2017-12-02,14,7.3,0,1.3,0.0,0.0,Winter,0,True,1054,Chilly,0
2017-12-02,15,,1,2.3,0.0,0.0,Winter,0,True,688,,0
2017-12-02,16,6.4,1,2.6,0.0,0.0,Winter,0,True,592,Chilly,0
2017-12-02,17,6.0,1,2.5,0.0,0.0,Winter,0,True,141,Chilly,0
2017-12-02,18,5.5,1,1.5,0.0,0.0,Winter,0,True,281,Chilly,0
2017-12-02,19,5.0,1,2.3,0.0,0.0,Winter,0,True,625,Chilly,0
2017-12-02,20,4.6,1,1.2,0.0,0.0,Winter,0,True,433,Chilly,0
2017-12-02,21,4.1,1,1.2,0.0,0.0,Winter,0,True,428,Chilly,0
2017-12-02,22,3.5,1,1.5,0.0,0.0,Winter,0,True,137,Chilly,0
2017-12-02,23,4.0,1,1.0,0.0,0.0,Winter,0,True,219,Chilly,0
2017-12-03,0,4.0,1,1.4,0.0,0.0,Winter,0,True,277,Chilly,0
2017-12-03,1,3.9,0,1.7,0.0,0.0,Winter,0,True,265,Chilly,0
2017-12-03,2,,0,1.4,0.0,0.0,Winter,0,True,262,,0
2017-12-03,3,3.4,0,1.6,0.5,0.0,Winter,0,True,78,Chilly,0
2017-12-03,4,3.5,0,1.0,0.0,0.0,Winter,0,True,95,Chilly,0
2017-12-03,5,3.9,0,1.9,0.0,0.0,Winter,0,True,8,Chilly,0
2017-12-03,6,3.4,0,2.5,1.0,0.0,Winter,0,True,12,Chilly,0
2017-12-03,7,3.1,0,1.2,0.0,0.0,Winter,0,True,14,Chilly,0
2017-12-03,8,3.2,0,1.8,0.0,0.0,Winter,0,True,72,Chilly,0
2017-12-03,9,3.5,0,1.8,2.5,0.0,Winter,0,True,272,Chilly,0
2017-12-03,10,4.4,0,2.2,0.0,0.0,Winter,0,True,241,Chilly,0
2017-12-03,11,5.1,0,1.4,0.0,0.0,Winter,0,True,214,Chilly,0
2017-12-03,12,5.8,0,1.7,0.0,0.0,Winter,0,True,536,Chilly,0
2017-12-03,13,6.8,0,1.9,0.0,0.0,Winter,0,True,764,Chilly,0
2017-12-03,14,7.6,0,1.2,0.0,0.0,Winter,0,True,629,Chilly,0
2017-12-03,15,8.0,0,1.6,0.0,0.0,Winter,0,True,909,Chilly,0
2017-12-03,16,,0,1.6,0.0,0.0,Winter,0,True,577,,0
2017-12-03,17,6.7,0,1.5,0.0,0.0,Winter,0,True,931,Chilly,0
2017-12-03,18,6.0,0,1.9,0.0,0.0,Winter,0,True,251,Chilly,0
2017-12-03,19,5.7,0,1.7,0.0,0.0,Winter,0,True,556,Chilly,0
2017-12-03,20,5.2,0,1.4,0.0,0.0,Winter,0,True,427,Chilly,0
2017-12-03,21,4.7,0,1.2,0.0,0.0,Winter,0,True,573,Chilly,0
2017-12-03,22,4.3,0,1.8,0.0,0.0,Winter,0,True,421,Chilly,0
2017-12-03,23,3.9,0,1.3,0.0,0.0,Winter,0,True,260,Chilly,0
2017-12-04,0,4.2,0,0.6,0.0,0.0,Winter,0,True,333,Chilly,0
2017-12-04,1,4.3,0,0.5,0.0,0.0,Winter,0,True,338,Chilly,0
2017-12-04,2,4.4,0,1.8,0.0,0.0,Winter,0,True,163,Chilly,0
2017-12-04,3,3.6,0,2.3,0.0,0.0,Winter,0,True,53,Chilly,0
2017-12-04,4,2.8,0,1.5,0.0,0.0,Winter,0,True,22,Chilly,0
2017-12-04,5,2.0,0,2.7,0.0,0.0,Winter,0,True,100,Chilly,0
2017-12-04,6,1.2,0,3.7,0.1,0.0,Winter,0,True,100,Chilly,0
2017-12-04,7,0.2,0,3.4,0.0,0.0,Winter,0,True,385,Chilly,0
2017-12-04,8,-0.8,0,3.5,0.0,0.0,Winter,0,True,1324,Freesing,0
2017-12-04,9,-1.5,1,4.2,0.0,0.0,Winter,0,True,625,Freesing,0
2017-12-04,10,-1.1,1,4.5,0.0,0.0,Winter,0,True,418,Freesing,0
2017-12-04,11,-0.5,1,4.1,0.0,0.0,Winter,0,True,615,Freesing,0
2017-12-04,12,-0.3,0,4.8,0.0,0.0,Winter,0,True,288,Freesing,0
2017-12-04,13,0.0,0,5.4,0.0,0.0,Winter,0,True,638,Chilly,0
2017-12-04,14,0.1,0,4.5,0.0,0.0,Winter,0,True,494,Chilly,0
2017-12-04,15,-0.1,0,5.8,0.0,0.0,Winter,0,True,274,Freesing,0
2017-12-04,16,-0.2,0,4.7,0.0,0.0,Winter,0,True,319,Freesing,0
2017-12-04,17,-1.3,0,5.3,0.0,0.0,Winter,0,True,521,Freesing,0
2017-12-04,18,-2.1,0,3.9,0.0,0.0,Winter,0,True,1258,Freesing,0
2017-12-04,19,-2.9,0,3.2,0.0,0.0,Winter,0,True,295,Freesing,0
2017-12-04,20,-3.6,0,3.0,0.0,0.0,Winter,0,True,338,Freesing,0
2017-12-04,21,-4.6,1,4.5,0.0,0.0,Winter,0,True,336,Freesing,0
2017-12-04,22,-5.3,1,2.5,0.0,0.0,Winter,0,True,219,Freesing,0
2017-12-04,23,-5.8,1,2.4,0.0,0.0,Winter,0,True,100,Freesing,0
2017-12-05,0,-6.1,1,2.6,0.0,0.0,Winter,0,True,216,Freesing,0
2017-12-05,1,-6.5,1,2.8,0.0,0.0,Winter,0,True,135,Freesing,0
2017-12-05,2,-6.8,1,2.5,0.0,0.0,Winter,0,True,133,Freesing,0
2017-12-05,3,-6.9,0,2.0,0.0,0.0,Winter,0,True,47,Freesing,0
2017-12-05,4,-7.2,0,3.0,0.0,0.0,Winter,0,True,40,Freesing,0
2017-12-05,5,-7.4,0,2.6,0.0,0.0,Winter,0,True,92,Freesing,0
2017-12-05,6,-7.4,0,3.2,0.0,0.0,Winter,0,True,174,Freesing,0
2017-12-05,7,-7.5,0,2.2,0.0,0.0,Winter,0,True,494,Freesing,0
2017-12-05,8,-8.1,0,1.6,0.0,0.0,Winter,0,True,191,Freesing,0
2017-12-05,9,,0,1.3,0.0,0.0,Winter,0,True,313,,0
2017-12-05,10,-5.5,0,2.8,0.0,0.0,Winter,0,True,62,Freesing,0
2017-12-05,11,-3.9,0,0.0,0.0,0.0,Winter,0,True,415,Freesing,0
2017-12-05,12,-2.3,0,0.0,0.0,0.0,Winter,0,True,127,Freesing,0
2017-12-05,13,-1.6,0,0.0,0.0,0.0,Winter,0,True,229,Freesing,0
2017-12-05,14,-1.1,0,0.0,0.0,0.0,Winter,0,True,366,Freesing,0
2017-12-05,15,-0.7,0,0.0,0.0,0.0,Winter,0,True,381,Freesing,0
2017-12-05,16,-0.5,0,0.0,0.0,0.0,Winter,0,True,455,Freesing,0
2017-12-05,17,-1.6,0,0.0,0.0,0.0,Winter,0,True,269,Freesing,0
2017-12-05,18,-2.6,1,0.0,0.0,0.0,Winter,0,True,978,Freesing,0
2017-12-05,19,-3.2,1,0.0,0.0,0.0,Winter,0,True,160,Freesing,0
2017-12-05,20,-3.5,1,0.0,0.0,0.0,Winter,0,True,517,Freesing,0
2017-12-05,21,-3.7,1,0.0,0.0,0.0,Winter,0,True,310,Freesing,0
2017-12-05,22,-2.8,1,0.0,0.0,0.0,Winter,0,True,357,Freesing,0
2017-12-05,23,-2.5,1,0.0,0.0,0.0,Winter,0,True,117,Freesing,0
2017-12-06,0,-2.8,0,0.0,0.1,0.1,Winter,0,True,198,Freesing,0
2017-12-06,1,-3.0,0,0.0,0.0,0.3,Winter,0,True,55,Freesing,0
2017-12-06,2,-3.0,0,0.0,0.0,0.4,Winter,0,True,66,Freesing,0
2017-12-06,3,-3.2,0,0.0,0.2,0.4,Winter,0,True,35,Freesing,0
2017-12-06,4,-3.4,0,0.0,0.0,0.4,Winter,0,True,40,Freesing,0
2017-12-06,5,-3.6,0,0.0,0.0,0.4,Winter,0,True,137,Freesing,0
2017-12-06,6,-3.7,0,0.0,0.0,0.4,Winter,0,True,67,Freesing,0
2017-12-06,7,-4.2,0,0.0,0.0,0.3,Winter,0,True,509,Freesing,0
2017-12-06,8,-4.2,0,0.0,0.0,0.2,Winter,0,True,95,Freesing,0
2017-12-06,9,-3.3,0,0.0,0.0,0.2,Winter,0,True,429,Freesing,0
2017-12-06,10,-0.9,0,0.0,0.0,0.2,Winter,0,True,421,Freesing,0
2017-12-06,11,1.6,1,1.2,0.0,0.0,Winter,0,True,54,Chilly,0
2017-12-06,12,2.4,1,0.9,0.0,0.0,Winter,0,True,482,Chilly,0
2017-12-06,13,4.2,1,1.1,0.0,0.0,Winter,0,True,630,Chilly,0
2017-12-06,14,5.5,0,1.0,0.0,0.0,Winter,0,True,560,Chilly,0
2017-12-06,15,5.5,0,3.1,0.0,0.0,Winter,0,True,313,Chilly,0
2017-12-06,16,5.3,0,2.9,0.0,0.0,Winter,0,True,411,Chilly,0
2017-12-06,17,4.1,1,2.5,0.0,0.0,Winter,0,True,226,Chilly,0
2017-12-06,18,1.7,0,1.0,0.3,0.3,Winter,0,True,112,Chilly,0
2017-12-06,19,1.2,0,0.7,0.0,1.0,Winter,0,True,381,Chilly,0
2017-12-06,20,1.2,0,0.6,0.0,1.0,Winter,0,True,174,Chilly,0
2017-12-06,21,1.1,0,0.5,0.7,1.0,Winter,0,True,164,Chilly,0
2017-12-06,22,1.3,0,0.6,0.0,1.0,Winter,0,True,191,Chilly,0
2017-12-06,23,1.3,0,0.6,0.0,1.0,Winter,0,True,201,Chilly,0
2017-12-07,0,1.4,0,0.5,0.0,0.9,Winter,0,True,254,Chilly,0
2017-12-07,1,1.5,0,0.4,0.0,0.9,Winter,0,True,260,Chilly,0
2017-12-07,2,1.4,0,0.7,0.0,0.9,Winter,0,True,206,Chilly,0
2017-12-07,3,1.9,0,1.4,0.0,0.9,Winter,0,True,87,Chilly,0
2017-12-07,4,1.6,0,0.7,0.0,0.9,Winter,0,True,100,Chilly,0
2017-12-07,5,1.5,0,1.1,0.0,0.9,Winter,0,True,25,Chilly,0
2017-12-07,6,1.0,0,0.5,0.0,0.9,Winter,0,True,44,Chilly,0
2017-12-07,7,,0,0.5,0.0,0.9,Winter,0,True,269,,0
2017-12-07,8,-0.2,0,0.8,0.0,0.8,Winter,0,True,570,Freesing,0
2017-12-07,9,0.1,0,0.8,0.0,0.8,Winter,0,True,480,Chilly,0
2017-12-07,10,1.1,0,0.7,0.0,0.7,Winter,0,True,259,Chilly,0
2017-12-07,11,2.3,0,1.7,0.0,0.6,Winter,0,True,330,Chilly,0
2017-12-07,12,3.7,0,2.4,0.0,0.3,Winter,0,True,369,Chilly,0
2017-12-07,13,4.1,0,3.1,0.0,0.0,Winter,0,True,234,Chilly,0
2017-12-07,14,4.4,0,2.7,0.0,0.0,Winter,0,True,339,Chilly,0
2017-12-07,15,4.0,0,3.1,0.0,0.0,Winter,0,True,481,Chilly,0
2017-12-07,16,3.2,0,2.9,0.0,0.0,Winter,0,True,316,Chilly,0
2017-12-07,17,2.1,1,2.0,0.0,0.0,Winter,0,True,884,Chilly,0
2017-12-07,18,0.7,1,2.7,0.0,0.0,Winter,0,True,503,Chilly,0
2017-12-07,19,-0.4,1,2.5,0.0,0.0,Winter,0,True,252,Freesing,0
2017-12-07,20,-1.4,1,2.5,0.0,0.0,Winter,0,True,215,Freesing,0
2017-12-07,21,-2.2,1,2.2,0.0,0.0,Winter,0,True,329,Freesing,0
2017-12-07,22,-2.7,1,2.6,0.0,0.0,Winter,0,True,164,Freesing,0
2017-12-07,23,-3.2,1,2.1,0.0,0.0,Winter,0,True,328,Freesing,0
2017-12-08,0,-3.5,1,2.6,0.0,0.0,Winter,0,True,214,Freesing,0
2017-12-08,1,-3.7,1,2.5,0.0,0.0,Winter,0,True,174,Freesing,0
2017-12-08,2,-4.3,1,1.0,0.0,0.0,Winter,0,True,156,Freesing,0
2017-12-08,3,-4.8,1,1.6,0.0,0.0,Winter,0,True,146,Freesing,0
2017-12-08,4,-5.3,1,2.4,0.0,0.0,Winter,0,True,110,Freesing,0
2017-12-08,5,-5.8,1,2.0,0.0,0.0,Winter,0,True,151,Freesing,0
2017-12-08,6,-6.0,1,3.5,0.0,0.0,Winter,0,True,102,Freesing,0
2017-12-08,7,-6.5,1,0.8,0.0,0.0,Winter,0,True,200,Freesing,0
2017-12-08,8,-7.0,1,0.8,0.0,0.0,Winter,0,True,1056,Freesing,0
2017-12-08,9,-6.7,1,0.9,0.0,0.0,Winter,0,True,386,Freesing,0
2017-12-08,10,-5.3,1,2.8,0.0,0.0,Winter,0,True,409,Freesing,0
2017-12-08,11,-3.7,0,1.4,0.0,0.0,Winter,0,True,450,Freesing,0
2017-12-08,12,-2.0,0,1.4,0.0,0.0,Winter,0,True,311,Freesing,0
2017-12-08,13,-1.7,0,1.8,0.0,0.0,Winter,0,True,538,Freesing,0
2017-12-08,14,-1.3,0,3.1,0.0,0.0,Winter,0,True,410,Freesing,0
2017-12-08,15,-0.8,0,3.3,0.0,0.0,Winter,0,True,255,Freesing,0
2017-12-08,16,-1.1,0,3.4,0.0,0.0,Winter,0,True,450,Freesing,0
2017-12-08,17,-2.4,0,2.7,0.0,0.0,Winter,0,True,514,Freesing,0
2017-12-08,18,-3.1,0,1.2,0.0,0.0,Winter,0,True,760,Freesing,0
2017-12-08,19,,0,1.1,0.0,0.0,Winter,0,True,417,,0
2017-12-08,20,-3.3,0,1.5,0.0,0.0,Winter,0,True,604,Freesing,0
2017-12-08,21,-3.3,0,0.5,0.0,0.0,Winter,0,True,355,Freesing,0
2017-12-08,22,-3.4,0,1.2,0.0,0.0,Winter,0,True,408,Freesing,0
2017-12-08,23,-3.5,1,0.9,0.0,0.0,Winter,0,True,314,Freesing,0
2017-12-09,0,-3.5,1,0.9,0.0,0.0,Winter,0,True,387,Freesing,0
2017-12-09,1,-4.1,1,0.6,0.0,0.0,Winter,0,True,450,Freesing,0
2017-12-09,2,-4.7,1,0.7,0.0,0.0,Winter,0,True,282,Freesing,0
2017-12-09,3,-4.3,1,0.6,0.0,0.0,Winter,0,True,165,Freesing,0
2017-12-09,4,-4.3,1,0.7,0.0,0.0,Winter,0,True,105,Freesing,0
2017-12-09,5,-4.7,1,0.8,0.0,0.0,Winter,0,True,18,Freesing,0
2017-12-09,6,-5.1,1,0.9,0.0,0.0,Winter,0,True,96,Freesing,0
2017-12-09,7,-5.5,1,0.8,0.0,0.0,Winter,0,True,55,Freesing,0
2017-12-09,8,-5.4,1,0.7,0.0,0.0,Winter,0,True,205,Freesing,0
2017-12-09,9,-4.7,1,1.0,0.0,0.0,Winter,0,True,344,Freesing,0
2017-12-09,10,-2.2,1,1.3,0.0,0.0,Winter,0,True,104,Freesing,0
2017-12-09,11,0.0,1,1.1,0.0,0.0,Winter,0,True,509,Chilly,0
2017-12-09,12,2.4,1,0.8,0.0,0.0,Winter,0,True,603,Chilly,0
2017-12-09,13,3.9,0,2.0,0.0,0.0,Winter,0,True,348,Chilly,0
2017-12-09,14,4.7,0,2.2,0.0,0.0,Winter,0,True,60,Chilly,0
2017-12-09,15,5.2,0,2.0,0.0,0.0,Winter,0,True,634,Chilly,0
2017-12-09,16,4.4,0,1.6,0.0,0.0,Winter,0,True,645,Chilly,0
2017-12-09,17,3.5,0,1.8,0.0,0.0,Winter,0,True,765,Chilly,0
2017-12-09,18,2.5,1,1.0,0.0,0.0,Winter,0,True,355,Chilly,0
2017-12-09,19,1.5,1,0.4,0.0,0.0,Winter,0,True,72,Chilly,0
2017-12-09,20,0.8,1,1.4,0.0,0.0,Winter,0,True,304,Chilly,0
2017-12-09,21,-0.1,1,0.7,0.0,0.0,Winter,0,True,235,Freesing,0
2017-12-09,22,-0.5,1,0.6,0.0,0.0,Winter,0,True,89,Freesing,0
2017-12-09,23,-0.1,1,1.3,0.0,0.0,Winter,0,True,105,Freesing,0
2017-12-10,0,-0.2,1,1.0,0.0,0.0,Winter,0,True,393,Freesing,0
2017-12-10,1,-0.2,1,0.5,0.0,0.0,Winter,0,True,311,Freesing,0
2017-12-10,2,0.2,1,0.7,0.0,0.0,Winter,0,True,326,Chilly,0
2017-12-10,3,0.3,1,0.5,0.0,0.0,Winter,0,True,135,Chilly,0
2017-12-10,4,0.4,1,1.6,0.0,0.0,Winter,0,True,93,Chilly,0
2017-12-10,5,0.3,0,1.0,0.0,0.7,Winter,0,True,10,Chilly,0
2017-12-10,6,-0.5,0,0.9,2.5,2.7,Winter,0,True,12,Freesing,0
2017-12-10,7,-0.4,0,1.1,0.0,4.0,Winter,0,True,31,Freesing,0
2017-12-10,8,-0.2,0,1.2,0.0,4.1,Winter,0,True,40,Freesing,0
2017-12-10,9,0.2,0,1.0,1.6,4.3,Winter,0,True,42,Chilly,0
2017-12-10,10,0.5,0,0.4,0.0,4.3,Winter,0,True,18,Chilly,0
2017-12-10,11,0.9,0,0.9,0.0,3.9,Winter,0,True,48,Chilly,0
2017-12-10,12,2.3,0,0.3,0.0,3.1,Winter,0,True,126,Chilly,0
2017-12-10,13,3.3,0,1.1,0.0,2.1,Winter,0,True,132,Chilly,0
2017-12-10,14,4.2,0,0.7,0.0,1.4,Winter,0,True,312,Chilly,0
2017-12-10,15,6.7,0,4.5,0.0,1.0,Winter,0,True,25,Chilly,0
2017-12-10,16,5.4,0,3.5,0.0,0.5,Winter,0,True,226,Chilly,0
2017-12-10,17,3.6,0,4.3,0.0,0.4,Winter,0,True,128,Chilly,0
2017-12-10,18,2.0,0,3.0,0.0,0.0,Winter,0,True,294,Chilly,0
2017-12-10,19,1.6,1,4.0,0.0,0.0,Winter,0,True,233,Chilly,0
2017-12-10,20,0.6,1,3.9,0.0,0.0,Winter,0,True,116,Chilly,0
2017-12-10,21,0.0,1,3.0,0.0,0.0,Winter,0,True,192,Chilly,0
2017-12-10,22,-1.0,1,4.7,0.0,0.0,Winter,0,True,205,Freesing,0
2017-12-10,23,-1.4,1,4.3,0.0,0.0,Winter,0,True,24,Freesing,0
2017-12-11,0,-2.5,0,3.4,0.0,0.0,Winter,0,True,97,Freesing,0
2017-12-11,1,-3.4,0,3.8,0.0,0.0,Winter,0,True,43,Freesing,0
2017-12-11,2,-4.2,0,3.4,0.0,0.0,Winter,0,True,116,Freesing,0
2017-12-11,3,-4.7,0,2.4,0.0,0.0,Winter,0,True,27,Freesing,0
2017-12-11,4,-5.2,0,3.2,0.0,0.0,Winter,0,True,71,Freesing,0
2017-12-11,5,-5.6,0,3.2,0.0,0.0,Winter,0,True,53,Freesing,0
2017-12-11,6,-5.9,0,2.9,0.0,0.0,Winter,0,True,165,Freesing,0
2017-12-11,7,-6.0,0,3.1,0.0,0.0,Winter,0,True,315,Freesing,0
2017-12-11,8,-6.0,0,3.6,0.0,0.0,Winter,0,True,266,Freesing,0
2017-12-11,9,-5.9,0,5.1,0.0,0.0,Winter,0,True,349,Freesing,0
2017-12-11,10,-5.3,0,4.5,0.0,0.0,Winter,0,True,266,Freesing,0
2017-12-11,11,-4.7,0,3.8,0.0,0.0,Winter,0,True,160,Freesing,0
2017-12-11,12,-5.2,0,4.6,0.0,0.0,Winter,0,True,389,Freesing,0
2017-12-11,13,-5.4,0,5.1,0.0,0.0,Winter,0,True,253,Freesing,0
2017-12-11,14,-5.4,0,4.1,0.0,0.0,Winter,0,True,261,Freesing,0
2017-12-11,15,-5.5,0,4.5,0.0,0.0,Winter,0,True,431,Freesing,0
2017-12-11,16,-6.0,1,4.0,0.0,0.0,Winter,0,True,238,Freesing,0
2017-12-11,17,-7.1,1,4.2,0.0,0.0,Winter,0,True,687,Freesing,0
2017-12-11,18,-7.9,1,3.3,0.0,0.0,Winter,0,True,627,Freesing,0
2017-12-11,19,-8.6,1,3.9,0.0,0.0,Winter,0,True,373,Freesing,0
2017-12-11,20,-9.3,1,3.8,0.0,0.0,Winter,0,True,173,Freesing,0
2017-12-11,21,-9.7,1,2.5,0.0,0.0,Winter,0,True,97,Freesing,0
2017-12-11,22,-10.2,1,3.0,0.0,0.0,Winter,0,True,61,Freesing,0
2017-12-11,23,-10.7,1,1.2,0.0,0.0,Winter,0,True,222,Freesing,0
2017-12-12,0,-11.0,1,1.1,0.0,0.0,Winter,0,True,104,Freesing,0
2017-12-12,1,-11.2,1,1.1,0.0,0.0,Winter,0,True,115,Freesing,0
2017-12-12,2,-11.5,1,0.7,0.0,0.0,Winter,0,True,147,Freesing,0
2017-12-12,3,-11.6,1,2.2,0.0,0.0,Winter,0,True,47,Freesing,0
2017-12-12,4,-11.6,1,2.1,0.0,0.0,Winter,0,True,13,Freesing,0
2017-12-12,5,-11.6,1,2.8,0.0,0.0,Winter,0,True,109,Freesing,0
2017-12-12,6,-11.8,1,2.5,0.0,0.0,Winter,0,True,168,Freesing,0
2017-12-12,7,-12.1,1,2.3,0.0,0.0,Winter,0,True,205,Freesing,0
2017-12-12,8,-12.3,1,1.3,0.0,0.0,Winter,0,True,659,Freesing,0
2017-12-12,9,-11.8,1,2.9,0.0,0.0,Winter,0,True,207,Freesing,0
2017-12-12,10,-10.5,1,3.3,0.0,0.0,Winter,0,True,225,Freesing,0
2017-12-12,11,-9.4,1,3.1,0.0,0.0,Winter,0,True,68,Freesing,0
2017-12-12,12,-8.3,0,2.9,0.0,0.0,Winter,0,True,295,Freesing,0
2017-12-12,13,-6.9,0,2.4,0.0,0.0,Winter,0,True,148,Freesing,0
2017-12-12,14,-5.4,0,2.0,0.0,0.0,Winter,0,True,301,Freesing,0
2017-12-12,15,-5.8,0,2.8,0.0,0.0,Winter,0,True,103,Freesing,0
2017-12-12,16,-6.0,0,2.8,0.0,0.0,Winter,0,True,296,Freesing,0
2017-12-12,17,-7.0,0,2.6,0.0,0.0,Winter,0,True,294,Freesing,0
2017-12-12,18,-7.7,0,1.0,0.0,0.0,Winter,0,True,259,Freesing,0
2017-12-12,19,-8.2,1,1.1,0.0,0.0,Winter,0,True,235,Freesing,0
2017-12-12,20,-8.4,1,1.0,0.0,0.0,Winter,0,True,390,Freesing,0
2017-12-12,21,-8.8,1,1.4,0.0,0.0,Winter,0,True,227,Freesing,0
2017-12-12,22,-9.0,1,1.3,0.0,0.0,Winter,0,True,160,Freesing,0
2017-12-12,23,-9.3,1,2.1,0.0,0.0,Winter,0,True,155,Freesing,0
2017-12-13,0,-9.5,1,1.3,0.0,0.0,Winter,0,True,154,Freesing,0
2017-12-13,1,-10.2,1,1.6,0.0,0.0,Winter,0,True,263,Freesing,0
2017-12-13,2,-10.4,1,1.8,0.0,0.0,Winter,0,True,170,Freesing,0
2017-12-13,3,-10.9,1,1.8,0.0,0.0,Winter,0,True,65,Freesing,0
2017-12-13,4,-11.4,1,1.3,0.0,0.0,Winter,0,True,34,Freesing,0
2017-12-13,5,,1,1.1,0.0,0.0,Winter,0,True,78,,0
2017-12-13,6,-11.9,1,1.1,0.0,0.0,Winter,0,True,209,Freesing,0
2017-12-13,7,-11.7,1,1.6,0.0,0.0,Winter,0,True,189,Freesing,0
2017-12-13,8,-11.4,1,3.3,0.0,0.0,Winter,0,True,802,Freesing,0
2017-12-13,9,-11.1,1,3.4,0.0,0.0,Winter,0,True,554,Freesing,0
2017-12-13,10,-9.5,0,2.1,0.0,0.0,Winter,0,True,180,Freesing,0
2017-12-13,11,-8.1,0,1.8,0.0,0.0,Winter,0,True,180,Freesing,0
2017-12-13,12,-6.5,0,2.9,0.0,0.0,Winter,0,True,392,Freesing,0
2017-12-13,13,-5.8,0,2.9,0.0,0.0,Winter,0,True,181,Freesing,0
2017-12-13,14,-4.7,0,2.9,0.0,0.0,Winter,0,True,166,Freesing,0
2017-12-13,15,-4.9,0,3.1,0.0,0.0,Winter,0,True,461,Freesing,0
2017-12-13,16,,0,2.2,0.0,0.0,Winter,0,True,321,,0
2017-12-13,17,-5.6,0,1.7,0.0,0.0,Winter,0,True,98,Freesing,0
2017-12-13,18,-6.6,0,1.1,0.0,0.0,Winter,0,True,685,Freesing,0
2017-12-13,19,-6.6,0,1.6,0.0,0.0,Winter,0,True,91,Freesing,0
2017-12-13,20,-7.6,0,0.8,0.0,0.0,Winter,0,True,443,Freesing,0
2017-12-13,21,-8.3,0,1.0,0.0,0.0,Winter,0,True,310,Freesing,0
2017-12-13,22,-8.9,0,0.1,0.0,0.0,Winter,0,True,169,Freesing,0
